tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-04-27 20:20:25	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.3	185.1		g	04.4	2.34e-07	21	1	1.61e-09	1.29e-08	2.85e-09	273	0	0	843.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-04-28 14:42:48	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.1	186.8		g	06.3	2.14e-07	22	1	1.95e-09	1.12e-08	2.77e-09	273	0	0	846.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-04-29 10:55:31	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.3	183.0		g	07.6	2.05e-07	23	1	8.59e-10	8.08e-09	2.33e-09	273	0	0	849.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-04-29 15:34:41	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.6	184.5		g	09.4	2.00e-07	24	1	9.63e-10	1.22e-08	3.13e-09	273	0	0	852.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-04-30 11:50:33	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	186.2		g	07.7	1.85e-07	25	1	6.06e-10	3.99e-09	2.05e-09	273	0	0	855.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-04-30 17:04:38	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.0	178.7		g	07.8	1.63e-07	26	1	8.89e-10	4.98e-09	2.89e-09	273	0	0	858.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-05-01 13:40:14	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.9	180.8		g	07.1	1.44e-07	27	1	8.23e-10	9.20e-09	3.82e-09	273	0	0	863.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-05-04 13:35:22	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	186.0		g	06.1	1.36e-07	28	1	8.58e-10	1.10e-09	3.32e-09	273	0	0	883.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-05-04 17:59:46	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.8	190.8		g	01.5	1.03e-07	29	1	5.13e-10	4.01e-09	3.12e-09	273	0	0	903.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-05-05 13:37:56	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.6	199.5		g	06.2	5.49e-08	30	1	8.20e-10	5.12e-10	2.44e-09	273	0	0	923.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-05-07 13:27:06	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.4	197.6		g	09.7	4.71e-08	31	1	7.14e-10	6.13e-10	2.84e-09	273	0	0	933.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-05-07 19:18:50	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	6.7	139.9		g	06.4	3.58e-08	32	1	1.95e-09	6.82e-10	4.01e-09	273	0	0	943.0
This study	unknown	Z42.2	Z42	Z42.2a	Z42.2a:LP-DIR-T	hargrave 2015-05-08 13:54:17	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	6.3	240.6		g	-00.1	2.78e-08	33	1	7.26e-10	7.58e-10	2.92e-09	273	0	0	953.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-02-04 19:39:57	LT-NO:LP-DIR-T	pmagpy-3.2.1	0.9	230.6		g	67.0	4.78e-07	1	1	5.94e-09	5.84e-09	4.67e-09	273	0	0	273
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-02-20 17:15:41	LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	1.5	077.2		g	-62.5	2.25e-07	2	1	2.62e-09	4.03e-09	4.27e-09	273	0	0	77
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-02-23 13:45:53	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	076.4		g	-63.9	2.51e-07	3	1	3.59e-09	4.20e-09	5.11e-09	273	0	0	373.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-02-24 12:43:20	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	073.3		g	-65.4	2.66e-07	4	1	3.67e-09	3.58e-09	4.04e-09	273	0	0	423.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-02-25 09:35:34	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	071.4		g	-64.8	2.79e-07	5	1	4.20e-09	3.15e-09	2.49e-09	273	0	0	473.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-02-25 17:20:59	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	074.2		g	-64.9	2.88e-07	6	1	4.92e-09	2.98e-09	2.73e-09	273	0	0	523.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-02-26 12:22:00	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	075.4		g	-64.8	2.96e-07	7	1	3.55e-09	4.12e-09	4.06e-09	273	0	0	573.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-02-27 10:00:19	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	075.6		g	-65.3	2.94e-07	8	1	7.56e-09	3.98e-09	3.31e-09	273	0	0	623.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-03-02 16:14:49	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	079.8		g	-64.6	2.93e-07	9	1	7.39e-09	2.88e-09	2.57e-09	273	0	0	673.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-04-17 14:40:06	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	082.0		g	-66.8	2.91e-07	10	1	3.62e-09	2.35e-09	2.29e-09	273	0	0	698.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-04-20 12:06:35	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	085.2		g	-66.7	2.88e-07	11	1	4.22e-09	2.23e-09	2.47e-09	273	0	0	723.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-04-20 16:15:32	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	084.0		g	-66.2	2.79e-07	12	1	3.31e-09	2.37e-09	2.20e-09	273	0	0	748.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-04-20 20:59:53	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	087.2		g	-65.4	2.63e-07	13	1	3.56e-09	2.27e-09	1.90e-09	273	0	0	773.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-04-21 12:55:52	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	089.1		g	-64.0	2.61e-07	14	1	4.88e-09	2.12e-09	1.43e-09	273	0	0	788.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-04-21 17:16:05	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	094.5		g	-64.0	2.48e-07	15	1	3.94e-09	2.28e-09	1.10e-09	273	0	0	803.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-04-22 14:36:17	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	092.0		g	-60.2	2.24e-07	16	1	3.18e-09	1.74e-09	1.07e-09	273	0	0	818.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-04-23 10:40:13	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	099.8		g	-58.9	2.01e-07	17	1	2.82e-09	2.77e-09	3.32e-09	273	0	0	823.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-04-23 16:31:17	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	101.0		g	-55.7	1.66e-07	18	1	1.89e-09	1.50e-09	1.55e-09	273	0	0	828.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-04-24 16:19:14	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	104.0		g	-50.0	9.85e-08	19	1	1.39e-09	1.98e-09	1.23e-09	273	0	0	833.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-04-27 15:31:03	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	113.6		g	-09.5	4.14e-08	20	1	1.25e-09	1.07e-09	1.41e-09	273	0	0	838.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-04-27 20:24:22	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.5	072.3		g	-05.6	3.33e-08	21	1	6.37e-10	3.98e-10	1.29e-09	273	0	0	843.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-04-28 14:46:42	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.8	076.8		g	32.7	2.10e-08	22	1	1.06e-09	7.41e-10	1.87e-09	273	0	0	846.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-04-29 10:59:26	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	18.8	237.3		g	00.3	6.16e-09	23	1	2.12e-09	2.47e-10	9.22e-10	273	0	0	849.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-04-29 11:46:26	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.0	252.9		g	07.4	5.16e-09	24	1	2.60e-10	7.16e-10	3.03e-10	273	0	0	849.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-04-29 15:38:35	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.8	030.7		g	-58.0	1.50e-08	25	1	1.03e-09	6.63e-10	7.05e-10	273	0	0	852.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-04-30 11:54:26	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	13.1	086.2		g	-74.4	1.79e-08	26	1	3.67e-09	1.44e-09	1.94e-09	273	0	0	855.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-04-30 12:45:46	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	057.0		g	-68.2	1.70e-08	27	1	4.19e-10	5.24e-10	2.69e-10	273	0	0	855.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-04-30 17:08:34	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	6.3	105.3		g	-02.0	2.19e-08	28	1	1.03e-09	1.71e-09	1.96e-09	273	0	0	858.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-05-01 13:42:08	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	13.4	101.2		g	12.8	9.60e-09	29	1	5.31e-10	7.26e-10	2.42e-09	273	0	0	863.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-05-02 10:46:27	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	6.3	075.4		g	-34.0	9.37e-09	30	1	9.32e-10	2.32e-10	4.12e-10	273	0	0	863.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-05-04 13:38:39	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.6	155.0		g	15.6	1.92e-08	31	1	6.05e-10	1.36e-09	1.56e-09	273	0	0	883.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-05-04 18:02:54	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	9.3	168.7		g	19.4	1.91e-08	32	1	7.81e-10	1.09e-09	3.30e-09	273	0	0	903.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-05-04 18:54:57	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.0	171.8		g	13.2	1.75e-08	33	1	6.87e-10	4.56e-10	8.56e-10	273	0	0	903.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-05-05 13:39:51	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.4	028.8		g	-00.6	4.30e-08	34	1	4.90e-10	8.53e-10	1.63e-09	273	0	0	923.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-05-07 13:30:19	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	8.0	228.1		g	-00.1	1.76e-08	35	1	1.27e-09	8.42e-10	2.05e-09	273	0	0	933.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-05-07 19:21:58	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	12.0	082.9		g	-26.2	1.93e-08	36	1	8.77e-10	9.61e-10	4.02e-09	273	0	0	943.0
This study	unknown	Z42.3	Z42	Z42.3a	Z42.3a:LP-DIR-T	hargrave 2015-05-08 13:57:26	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.8	059.9		g	18.8	3.04e-08	37	1	5.82e-10	7.14e-10	2.46e-09	273	0	0	953.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-02-04 19:41:26	LT-NO:LP-DIR-T	pmagpy-3.2.1	1.4	173.5		g	-20.1	5.89e-07	1	1	3.63e-09	1.26e-08	6.16e-09	273	0	0	273
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-02-20 17:17:20	LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	1.2	171.0		g	-34.8	6.80e-07	2	1	6.57e-09	1.03e-08	7.19e-09	273	0	0	77
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-02-23 13:47:34	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	171.8		g	-36.2	6.89e-07	3	1	5.76e-09	1.26e-08	7.14e-09	273	0	0	373.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-02-24 12:44:56	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.9	172.3		g	-36.8	6.97e-07	4	1	5.44e-09	3.42e-08	7.21e-09	273	0	0	423.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-02-25 09:37:10	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	171.9		g	-37.0	7.05e-07	5	1	5.22e-09	1.11e-08	7.78e-09	273	0	0	473.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-02-25 17:24:56	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	172.4		g	-37.2	7.06e-07	6	1	5.42e-09	6.57e-09	6.90e-09	273	0	0	523.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-02-26 12:23:38	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	171.9		g	-37.5	6.97e-07	7	1	5.50e-09	7.88e-09	6.91e-09	273	0	0	573.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-02-27 10:02:46	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	171.4		g	-36.7	6.85e-07	8	1	5.06e-09	5.01e-09	7.14e-09	273	0	0	623.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-03-02 16:16:26	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	170.3		g	-35.1	6.75e-07	9	1	9.92e-09	4.92e-09	1.49e-08	273	0	0	673.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-04-17 14:41:44	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	172.2		g	-34.8	6.64e-07	10	1	4.35e-09	9.78e-09	3.92e-09	273	0	0	698.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-04-20 12:08:12	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	172.7		g	-33.6	6.58e-07	11	1	3.84e-09	1.16e-08	3.84e-09	273	0	0	723.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-04-20 16:17:09	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.6	172.3		g	-32.6	6.53e-07	12	1	4.04e-09	6.37e-09	3.83e-09	273	0	0	748.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-04-20 21:01:31	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	172.5		g	-29.6	6.53e-07	13	1	4.21e-09	1.46e-08	3.83e-09	273	0	0	773.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-04-21 12:57:47	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	170.4		g	-27.8	6.55e-07	14	1	3.61e-09	7.33e-09	5.01e-09	273	0	0	788.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-04-21 17:17:42	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	170.3		g	-25.6	6.47e-07	15	1	3.76e-09	5.82e-09	4.35e-09	273	0	0	803.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-04-22 14:37:54	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	170.0		g	-24.2	6.17e-07	16	1	5.19e-09	2.01e-08	4.22e-09	273	0	0	818.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-04-23 10:41:55	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	170.3		g	-22.2	5.66e-07	17	1	4.28e-09	1.26e-08	3.77e-09	273	0	0	823.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-04-23 16:32:56	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	169.8		g	-20.6	5.17e-07	18	1	2.79e-09	6.60e-09	3.78e-09	273	0	0	828.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-04-24 16:21:09	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	165.5		g	-17.0	4.41e-07	19	1	2.32e-09	1.07e-08	5.12e-09	273	0	0	833.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-04-27 15:33:01	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	165.0		g	-08.9	3.20e-07	20	1	1.59e-09	2.15e-09	2.91e-09	273	0	0	838.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-04-27 20:26:04	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	161.1		g	02.6	2.03e-07	21	1	1.54e-09	2.65e-09	2.46e-09	273	0	0	843.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-04-28 14:48:20	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	164.4		g	07.2	1.50e-07	22	1	1.43e-09	3.79e-09	2.20e-09	273	0	0	846.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-04-29 11:01:04	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.1	158.2		g	09.8	1.49e-07	23	1	3.48e-09	4.60e-09	9.26e-10	273	0	0	849.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-04-29 15:40:17	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	162.2		g	13.4	1.13e-07	24	1	5.61e-10	7.47e-10	2.40e-09	273	0	0	852.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-04-30 11:56:03	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	159.1		g	10.6	1.12e-07	25	1	1.94e-09	1.24e-09	9.69e-10	273	0	0	855.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-04-30 17:10:12	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	157.8		g	09.8	1.19e-07	26	1	1.38e-09	2.27e-09	2.94e-09	273	0	0	858.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-05-01 13:43:46	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.3	157.4		g	15.4	8.37e-08	27	1	1.15e-09	1.50e-09	3.08e-09	273	0	0	863.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-05-04 13:40:22	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.7	175.7		g	13.8	5.64e-08	28	1	3.96e-10	8.60e-10	2.60e-09	273	0	0	883.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-05-04 18:04:32	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.8	173.0		g	08.0	7.02e-08	29	1	7.01e-10	1.36e-09	3.17e-09	273	0	0	903.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-05-05 13:41:29	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.5	067.3		g	14.9	2.29e-08	30	1	4.98e-10	5.21e-10	2.29e-09	273	0	0	923.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-05-07 13:32:01	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.3	200.2		g	02.3	4.42e-08	31	1	7.60e-10	1.12e-09	2.23e-09	273	0	0	933.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-05-07 19:23:39	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.7	105.3		g	-10.7	3.94e-08	32	1	1.14e-09	9.60e-10	3.69e-09	273	0	0	943.0
This study	unknown	Z42.4	Z42	Z42.4a	Z42.4a:LP-DIR-T	hargrave 2015-05-08 13:59:04	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.7	065.4		g	08.4	3.67e-08	33	1	5.96e-10	5.71e-10	3.00e-09	273	0	0	953.0
This study	unknown	Z42.5	Z42	Z42.5a	Z42.5a:LP-DIR-T	hargrave 2015-02-04 19:43:00	LT-NO:LP-DIR-T	pmagpy-3.2.1	1.4	170.8		g	72.5	5.70e-07	1	1	1.39e-08	7.97e-09	1.05e-08	273	0	0	273
This study	unknown	Z42.5	Z42	Z42.5a	Z42.5a:LP-DIR-T	hargrave 2015-02-20 17:18:54	LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	2.5	154.6		g	-66.9	3.47e-07	2	1	3.92e-09	1.33e-08	7.95e-09	273	0	0	77
This study	unknown	Z42.5	Z42	Z42.5a	Z42.5a:LP-DIR-T	hargrave 2015-02-23 13:49:07	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	155.4		g	-67.8	3.71e-07	3	1	6.21e-09	4.35e-09	3.43e-09	273	0	0	373.0
This study	unknown	Z42.5	Z42	Z42.5a	Z42.5a:LP-DIR-T	hargrave 2015-02-24 12:46:28	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	157.0		g	-68.7	3.89e-07	4	1	5.27e-09	7.24e-09	3.65e-09	273	0	0	423.0
This study	unknown	Z42.5	Z42	Z42.5a	Z42.5a:LP-DIR-T	hargrave 2015-02-25 09:38:43	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	156.1		g	-69.3	4.06e-07	5	1	6.31e-09	7.11e-09	2.88e-09	273	0	0	473.0
This study	unknown	Z42.5	Z42	Z42.5a	Z42.5a:LP-DIR-T	hargrave 2015-02-25 17:26:31	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	154.6		g	-69.2	4.16e-07	6	1	6.05e-09	8.65e-09	1.85e-09	273	0	0	523.0
This study	unknown	Z42.5	Z42	Z42.5a	Z42.5a:LP-DIR-T	hargrave 2015-02-26 12:25:11	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	157.9		g	-69.6	4.23e-07	7	1	6.06e-09	5.01e-09	1.81e-09	273	0	0	573.0
This study	unknown	Z42.5	Z42	Z42.5a	Z42.5a:LP-DIR-T	hargrave 2015-02-27 10:04:18	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	156.7		g	-68.6	4.25e-07	8	1	7.05e-09	5.05e-09	2.26e-09	273	0	0	623.0
This study	unknown	Z42.5	Z42	Z42.5a	Z42.5a:LP-DIR-T	hargrave 2015-03-02 16:17:58	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	152.6		g	-65.2	4.29e-07	9	1	1.10e-08	6.09e-09	4.08e-09	273	0	0	673.0
This study	unknown	Z42.5	Z42	Z42.5a	Z42.5a:LP-DIR-T	hargrave 2015-04-17 14:43:17	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	159.1		g	-64.8	4.26e-07	10	1	5.39e-09	3.90e-09	1.58e-09	273	0	0	698.0
This study	unknown	Z42.5	Z42	Z42.5a	Z42.5a:LP-DIR-T	hargrave 2015-04-20 12:09:46	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	161.8		g	-63.1	4.23e-07	11	1	4.59e-09	3.66e-09	1.14e-09	273	0	0	723.0
This study	unknown	Z42.5	Z42	Z42.5a	Z42.5a:LP-DIR-T	hargrave 2015-04-20 16:18:47	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	161.8		g	-60.7	4.15e-07	12	1	4.33e-09	3.46e-09	1.00e-09	273	0	0	748.0
This study	unknown	Z42.5	Z42	Z42.5a	Z42.5a:LP-DIR-T	hargrave 2015-04-20 21:03:04	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	163.4		g	-56.2	4.06e-07	13	1	5.96e-09	7.40e-09	1.16e-09	273	0	0	773.0
